model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,num_features,num_models,num_models_w_ancestors,memory_size,memory_size_w_ancestors,memory_size_min,memory_size_min_w_ancestors,num_ancestors,num_descendants,model_type,child_model_type,stopping_metric,hyperparameters,hyperparameters_fit,ag_args_fit,features,compile_time,child_hyperparameters,child_hyperparameters_fit,child_ag_args_fit,ancestors,descendants
WeightedEnsemble_L2_DSTL,-1.1196634581534801,root_mean_squared_error,0.06597733497619629,264.308554649353,0.00036978721618652344,0.00802469253540039,2,True,24,2,1,3,3290,40613161,3290,29106277,2,0,WeightedEnsembleModel,GreedyWeightedEnsembleModel,root_mean_squared_error,"{'use_orig_features': False, 'valid_stacker': True, 'max_base_models': 0, 'max_base_models_per_type': 'auto', 'save_bag_folds': True, 'stratify': 'auto', 'bin': 'auto', 'n_bins': None}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['CatBoost_DSTL', 'LightGBM_DSTL']",,"{'ensemble_size': 25, 'subsample_size': 1000000}",{'ensemble_size': 13},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['CatBoost_DSTL', 'LightGBM_DSTL']",[]
LightGBM_DSTL,-1.1231912158156643,root_mean_squared_error,0.053429365158081055,111.92909264564514,0.053429365158081055,111.92909264564514,1,True,20,295,1,1,29106277,29106277,29106277,29106277,0,1,LGBModel,,root_mean_squared_error,{'learning_rate': 0.05},{'num_boost_round': 9772},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}","['T2M', 'T2M_MAX', 'T2M_MIN', 'Daily_Temp_Fluctuation', 'T2M_EWMA_2', 'T2M_REWMA_2', 'T2M_EWMA_3', 'T2M_REWMA_3', 'T2M_EWMA_4', 'T2M_REWMA_4', 'T2M_EWMA_5', 'T2M_REWMA_5', 'T2M_EWMA_6', 'T2M_REWMA_6', 'T2M_EWMA_7', 'T2M_REWMA_7', 'T2M_EWMA_10', 'T2M_REWMA_10', 'T2M_EWMA_14', 'T2M_REWMA_14', 'T2M_EWMA_21', 'T2M_REWMA_21', 'T2M_EWMA_30', 'T2M_REWMA_30', 'T2M_EWMA_45', 'T2M_REWMA_45', 'T2M_EWMA_60', 'T2M_REWMA_60', 'T2M_EWMA_90', 'T2M_REWMA_90', 'T2M_MAX_EWMA_2', 'T2M_MAX_REWMA_2', 'T2M_MAX_EWMA_3', 'T2M_MAX_REWMA_3', 'T2M_MAX_EWMA_4', 'T2M_MAX_REWMA_4', 'T2M_MAX_EWMA_5', 'T2M_MAX_REWMA_5', 'T2M_MAX_EWMA_6', 'T2M_MAX_REWMA_6', 'T2M_MAX_EWMA_7', 'T2M_MAX_REWMA_7', 'T2M_MAX_EWMA_10', 'T2M_MAX_REWMA_10', 'T2M_MAX_EWMA_14', 'T2M_MAX_REWMA_14', 'T2M_MAX_EWMA_21', 'T2M_MAX_REWMA_21', 'T2M_MAX_EWMA_30', 'T2M_MAX_REWMA_30', 'T2M_MAX_EWMA_45', 'T2M_MAX_REWMA_45', 'T2M_MAX_EWMA_60', 'T2M_MAX_REWMA_60', 'T2M_MAX_EWMA_90', 'T2M_MAX_REWMA_90', 'T2M_MIN_EWMA_2', 'T2M_MIN_REWMA_2', 'T2M_MIN_EWMA_3', 'T2M_MIN_REWMA_3', 'T2M_MIN_EWMA_4', 'T2M_MIN_REWMA_4', 'T2M_MIN_EWMA_5', 'T2M_MIN_REWMA_5', 'T2M_MIN_EWMA_6', 'T2M_MIN_REWMA_6', 'T2M_MIN_EWMA_7', 'T2M_MIN_REWMA_7', 'T2M_MIN_EWMA_10', 'T2M_MIN_REWMA_10', 'T2M_MIN_EWMA_14', 'T2M_MIN_REWMA_14', 'T2M_MIN_EWMA_21', 'T2M_MIN_REWMA_21', 'T2M_MIN_EWMA_30', 'T2M_MIN_REWMA_30', 'T2M_MIN_EWMA_45', 'T2M_MIN_REWMA_45', 'T2M_MIN_EWMA_60', 'T2M_MIN_REWMA_60', 'T2M_MIN_EWMA_90', 'T2M_MIN_REWMA_90', 'CU', 'Utah', 'NC', 'DP', 'GDD_0', 'GDD_4', 'GDD_7', 'GDD_10', 'GDH10', 'GDH_7', 'GDH_4', 'GDH_0', 'CU_3days', 'CU_7days', 'CU_14days', 'CU_30days', 'CU_60days', 'CU_90days', 'Utah_3days', 'Utah_7days', 'Utah_14days', 'Utah_30days', 'Utah_60days', 'Utah_90days', 'NC_3days', 'NC_7days', 'NC_14days', 'NC_30days', 'NC_60days', 'NC_90days', 'DP_3days', 'DP_7days', 'DP_14days', 'DP_30days', 'DP_60days', 'DP_90days', 'GDD_0_3days', 'GDD_0_7days', 'GDD_0_14days', 'GDD_0_30days', 'GDD_0_60days', 'GDD_0_90days', 'GDD_4_3days', 'GDD_4_7days', 'GDD_4_14days', 'GDD_4_30days', 'GDD_4_60days', 'GDD_4_90days', 'GDD_7_3days', 'GDD_7_7days', 'GDD_7_14days', 'GDD_7_30days', 'GDD_7_60days', 'GDD_7_90days', 'GDD_10_3days', 'GDD_10_7days', 'GDD_10_14days', 'GDD_10_30days', 'GDD_10_60days', 'GDD_10_90days', 'GDH10_3days', 'GDH10_7days', 'GDH10_14days', 'GDH10_30days', 'GDH10_60days', 'GDH10_90days', 'GDH_7_3days', 'GDH_7_7days', 'GDH_7_14days', 'GDH_7_30days', 'GDH_7_60days', 'GDH_7_90days', 'GDH_4_3days', 'GDH_4_7days', 'GDH_4_14days', 'GDH_4_30days', 'GDH_4_60days', 'GDH_4_90days', 'GDH_0_3days', 'GDH_0_7days', 'GDH_0_14days', 'GDH_0_30days', 'GDH_0_60days', 'GDH_0_90days', 'GDD_0_y2d', 'GDD_4_y2d', 'GDD_7_y2d', 'GDD_10_y2d', 'GDH10_y2d', 'GDH_7_y2d', 'GDH_4_y2d', 'GDH_0_y2d', 'CU_dormant2d', 'Utah_dormant2d', 'NC_dormant2d', 'DP_dormant2d', 'T2M_MAX_EWMA_2_season_max', 'T2M_MAX_REWMA_2_season_max', 'T2M_MAX_EWMA_3_season_max', 'T2M_MAX_REWMA_3_season_max', 'T2M_MAX_EWMA_4_season_max', 'T2M_MAX_REWMA_4_season_max', 'T2M_MAX_EWMA_5_season_max', 'T2M_MAX_REWMA_5_season_max', 'T2M_MAX_EWMA_6_season_max', 'T2M_MAX_REWMA_6_season_max', 'T2M_MAX_EWMA_7_season_max', 'T2M_MAX_REWMA_7_season_max', 'T2M_MAX_EWMA_10_season_max', 'T2M_MAX_REWMA_10_season_max', 'T2M_MAX_EWMA_14_season_max', 'T2M_MAX_REWMA_14_season_max', 'T2M_MAX_EWMA_21_season_max', 'T2M_MAX_REWMA_21_season_max', 'T2M_MAX_EWMA_30_season_max', 'T2M_MAX_REWMA_30_season_max', 'T2M_MAX_EWMA_45_season_max', 'T2M_MAX_REWMA_45_season_max', 'T2M_MAX_EWMA_60_season_max', 'T2M_MAX_REWMA_60_season_max', 'T2M_MAX_EWMA_90_season_max', 'T2M_MAX_REWMA_90_season_max', 'T2M_MIN_EWMA_2_season_min', 'T2M_MIN_REWMA_2_season_min', 'T2M_MIN_EWMA_3_season_min', 'T2M_MIN_REWMA_3_season_min', 'T2M_MIN_EWMA_4_season_min', 'T2M_MIN_REWMA_4_season_min', 'T2M_MIN_EWMA_5_season_min', 'T2M_MIN_REWMA_5_season_min', 'T2M_MIN_EWMA_6_season_min', 'T2M_MIN_REWMA_6_season_min', 'T2M_MIN_EWMA_7_season_min', 'T2M_MIN_REWMA_7_season_min', 'T2M_MIN_EWMA_10_season_min', 'T2M_MIN_REWMA_10_season_min', 'T2M_MIN_EWMA_14_season_min', 'T2M_MIN_REWMA_14_season_min', 'T2M_MIN_EWMA_21_season_min', 'T2M_MIN_REWMA_21_season_min', 'T2M_MIN_EWMA_30_season_min', 'T2M_MIN_REWMA_30_season_min', 'T2M_MIN_EWMA_45_season_min', 'T2M_MIN_REWMA_45_season_min', 'T2M_MIN_EWMA_60_season_min', 'T2M_MIN_REWMA_60_season_min', 'T2M_MIN_EWMA_90_season_min', 'T2M_MIN_REWMA_90_season_min', 'Cultivar.Aromella', 'Cultivar.Cabernet_Franc', 'Cultivar.Cabernet_Sauvignon', 'Cultivar.Cayuga_White', 'Cultivar.Chambourcin', 'Cultivar.Chancellor', 'Cultivar.Chardonnay', 'Cultivar.Chenin_blanc', 'Cultivar.Concord', 'Cultivar.Corot_noir', 'Cultivar.Gewurztraminer', 'Cultivar.Gruner_Veltliner', 'Cultivar.La_Crescent', 'Cultivar.Lemberger', 'Cultivar.Malbec', 'Cultivar.Marechal_Foch', 'Cultivar.Marquette', 'Cultivar.Merlot', 'Cultivar.Niagara', 'Cultivar.Noiret', 'Cultivar.Pinot_blanc', 'Cultivar.Pinot_gris', 'Cultivar.Pinot_noir', 'Cultivar.Riesling', 'Cultivar.Sangiovese', 'Cultivar.Saperavi', 'Cultivar.Sauvignon_blanc', 'Cultivar.St_Croix', 'Cultivar.Syrah', 'Cultivar.Tempranillo', 'Cultivar.Tocai_Fruliano', 'Cultivar.Traminette', 'Cultivar.Valvin_Muscat', 'Cultivar.Vidal', 'Cultivar.Vignoles', 'Cultivar.Viognier', 'Cultivar.Zinfandel', 'Cultivar.Brianna', 'Cultivar.Frontenac', 'Cultivar.Petite_Pearl', 'Cultivar.Frontenac_blanc', 'Cultivar.Frontenac_gris', 'Cultivar.Seyval', 'Cultivar.St_Pepin', 'Cultivar.L.Acadie', 'Cultivar.Aravelle', 'Cultivar.Aurora', 'Cultivar.Caminante_blanc', 'Cultivar.Delaware', 'Cultivar.Elvira', 'Cultivar.Fleurtai', 'Cultivar.Ives', 'Cultivar.Soreli', 'Cultivar.Vincent', 'Cultivar.NY_Muscat', 'Cultivar.Refosco', 'Cultivar.Teroldego', 'Cultivar.Clarion', 'Cultivar.Crimson_Pearl', 'Cultivar.Gamaret', 'Cultivar.Gamay_noir', 'Cultivar.Itasca', 'Cultivar.NY06', 'Cultivar.Regent', 'Cultivar.Verona']",,,,,[],['WeightedEnsemble_L2_DSTL']
CatBoost_DSTL,-1.1380219410171475,root_mean_squared_error,0.012178182601928711,152.37143731117249,0.012178182601928711,152.37143731117249,1,True,21,295,1,1,11503594,11503594,11503594,11503594,0,1,CatBoostModel,,root_mean_squared_error,"{'iterations': 10000, 'learning_rate': 0.05, 'random_seed': 0, 'allow_writing_files': False, 'eval_metric': 'RMSE'}",{'iterations': 10000},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}","['T2M', 'T2M_MAX', 'T2M_MIN', 'Daily_Temp_Fluctuation', 'T2M_EWMA_2', 'T2M_REWMA_2', 'T2M_EWMA_3', 'T2M_REWMA_3', 'T2M_EWMA_4', 'T2M_REWMA_4', 'T2M_EWMA_5', 'T2M_REWMA_5', 'T2M_EWMA_6', 'T2M_REWMA_6', 'T2M_EWMA_7', 'T2M_REWMA_7', 'T2M_EWMA_10', 'T2M_REWMA_10', 'T2M_EWMA_14', 'T2M_REWMA_14', 'T2M_EWMA_21', 'T2M_REWMA_21', 'T2M_EWMA_30', 'T2M_REWMA_30', 'T2M_EWMA_45', 'T2M_REWMA_45', 'T2M_EWMA_60', 'T2M_REWMA_60', 'T2M_EWMA_90', 'T2M_REWMA_90', 'T2M_MAX_EWMA_2', 'T2M_MAX_REWMA_2', 'T2M_MAX_EWMA_3', 'T2M_MAX_REWMA_3', 'T2M_MAX_EWMA_4', 'T2M_MAX_REWMA_4', 'T2M_MAX_EWMA_5', 'T2M_MAX_REWMA_5', 'T2M_MAX_EWMA_6', 'T2M_MAX_REWMA_6', 'T2M_MAX_EWMA_7', 'T2M_MAX_REWMA_7', 'T2M_MAX_EWMA_10', 'T2M_MAX_REWMA_10', 'T2M_MAX_EWMA_14', 'T2M_MAX_REWMA_14', 'T2M_MAX_EWMA_21', 'T2M_MAX_REWMA_21', 'T2M_MAX_EWMA_30', 'T2M_MAX_REWMA_30', 'T2M_MAX_EWMA_45', 'T2M_MAX_REWMA_45', 'T2M_MAX_EWMA_60', 'T2M_MAX_REWMA_60', 'T2M_MAX_EWMA_90', 'T2M_MAX_REWMA_90', 'T2M_MIN_EWMA_2', 'T2M_MIN_REWMA_2', 'T2M_MIN_EWMA_3', 'T2M_MIN_REWMA_3', 'T2M_MIN_EWMA_4', 'T2M_MIN_REWMA_4', 'T2M_MIN_EWMA_5', 'T2M_MIN_REWMA_5', 'T2M_MIN_EWMA_6', 'T2M_MIN_REWMA_6', 'T2M_MIN_EWMA_7', 'T2M_MIN_REWMA_7', 'T2M_MIN_EWMA_10', 'T2M_MIN_REWMA_10', 'T2M_MIN_EWMA_14', 'T2M_MIN_REWMA_14', 'T2M_MIN_EWMA_21', 'T2M_MIN_REWMA_21', 'T2M_MIN_EWMA_30', 'T2M_MIN_REWMA_30', 'T2M_MIN_EWMA_45', 'T2M_MIN_REWMA_45', 'T2M_MIN_EWMA_60', 'T2M_MIN_REWMA_60', 'T2M_MIN_EWMA_90', 'T2M_MIN_REWMA_90', 'CU', 'Utah', 'NC', 'DP', 'GDD_0', 'GDD_4', 'GDD_7', 'GDD_10', 'GDH10', 'GDH_7', 'GDH_4', 'GDH_0', 'CU_3days', 'CU_7days', 'CU_14days', 'CU_30days', 'CU_60days', 'CU_90days', 'Utah_3days', 'Utah_7days', 'Utah_14days', 'Utah_30days', 'Utah_60days', 'Utah_90days', 'NC_3days', 'NC_7days', 'NC_14days', 'NC_30days', 'NC_60days', 'NC_90days', 'DP_3days', 'DP_7days', 'DP_14days', 'DP_30days', 'DP_60days', 'DP_90days', 'GDD_0_3days', 'GDD_0_7days', 'GDD_0_14days', 'GDD_0_30days', 'GDD_0_60days', 'GDD_0_90days', 'GDD_4_3days', 'GDD_4_7days', 'GDD_4_14days', 'GDD_4_30days', 'GDD_4_60days', 'GDD_4_90days', 'GDD_7_3days', 'GDD_7_7days', 'GDD_7_14days', 'GDD_7_30days', 'GDD_7_60days', 'GDD_7_90days', 'GDD_10_3days', 'GDD_10_7days', 'GDD_10_14days', 'GDD_10_30days', 'GDD_10_60days', 'GDD_10_90days', 'GDH10_3days', 'GDH10_7days', 'GDH10_14days', 'GDH10_30days', 'GDH10_60days', 'GDH10_90days', 'GDH_7_3days', 'GDH_7_7days', 'GDH_7_14days', 'GDH_7_30days', 'GDH_7_60days', 'GDH_7_90days', 'GDH_4_3days', 'GDH_4_7days', 'GDH_4_14days', 'GDH_4_30days', 'GDH_4_60days', 'GDH_4_90days', 'GDH_0_3days', 'GDH_0_7days', 'GDH_0_14days', 'GDH_0_30days', 'GDH_0_60days', 'GDH_0_90days', 'GDD_0_y2d', 'GDD_4_y2d', 'GDD_7_y2d', 'GDD_10_y2d', 'GDH10_y2d', 'GDH_7_y2d', 'GDH_4_y2d', 'GDH_0_y2d', 'CU_dormant2d', 'Utah_dormant2d', 'NC_dormant2d', 'DP_dormant2d', 'T2M_MAX_EWMA_2_season_max', 'T2M_MAX_REWMA_2_season_max', 'T2M_MAX_EWMA_3_season_max', 'T2M_MAX_REWMA_3_season_max', 'T2M_MAX_EWMA_4_season_max', 'T2M_MAX_REWMA_4_season_max', 'T2M_MAX_EWMA_5_season_max', 'T2M_MAX_REWMA_5_season_max', 'T2M_MAX_EWMA_6_season_max', 'T2M_MAX_REWMA_6_season_max', 'T2M_MAX_EWMA_7_season_max', 'T2M_MAX_REWMA_7_season_max', 'T2M_MAX_EWMA_10_season_max', 'T2M_MAX_REWMA_10_season_max', 'T2M_MAX_EWMA_14_season_max', 'T2M_MAX_REWMA_14_season_max', 'T2M_MAX_EWMA_21_season_max', 'T2M_MAX_REWMA_21_season_max', 'T2M_MAX_EWMA_30_season_max', 'T2M_MAX_REWMA_30_season_max', 'T2M_MAX_EWMA_45_season_max', 'T2M_MAX_REWMA_45_season_max', 'T2M_MAX_EWMA_60_season_max', 'T2M_MAX_REWMA_60_season_max', 'T2M_MAX_EWMA_90_season_max', 'T2M_MAX_REWMA_90_season_max', 'T2M_MIN_EWMA_2_season_min', 'T2M_MIN_REWMA_2_season_min', 'T2M_MIN_EWMA_3_season_min', 'T2M_MIN_REWMA_3_season_min', 'T2M_MIN_EWMA_4_season_min', 'T2M_MIN_REWMA_4_season_min', 'T2M_MIN_EWMA_5_season_min', 'T2M_MIN_REWMA_5_season_min', 'T2M_MIN_EWMA_6_season_min', 'T2M_MIN_REWMA_6_season_min', 'T2M_MIN_EWMA_7_season_min', 'T2M_MIN_REWMA_7_season_min', 'T2M_MIN_EWMA_10_season_min', 'T2M_MIN_REWMA_10_season_min', 'T2M_MIN_EWMA_14_season_min', 'T2M_MIN_REWMA_14_season_min', 'T2M_MIN_EWMA_21_season_min', 'T2M_MIN_REWMA_21_season_min', 'T2M_MIN_EWMA_30_season_min', 'T2M_MIN_REWMA_30_season_min', 'T2M_MIN_EWMA_45_season_min', 'T2M_MIN_REWMA_45_season_min', 'T2M_MIN_EWMA_60_season_min', 'T2M_MIN_REWMA_60_season_min', 'T2M_MIN_EWMA_90_season_min', 'T2M_MIN_REWMA_90_season_min', 'Cultivar.Aromella', 'Cultivar.Cabernet_Franc', 'Cultivar.Cabernet_Sauvignon', 'Cultivar.Cayuga_White', 'Cultivar.Chambourcin', 'Cultivar.Chancellor', 'Cultivar.Chardonnay', 'Cultivar.Chenin_blanc', 'Cultivar.Concord', 'Cultivar.Corot_noir', 'Cultivar.Gewurztraminer', 'Cultivar.Gruner_Veltliner', 'Cultivar.La_Crescent', 'Cultivar.Lemberger', 'Cultivar.Malbec', 'Cultivar.Marechal_Foch', 'Cultivar.Marquette', 'Cultivar.Merlot', 'Cultivar.Niagara', 'Cultivar.Noiret', 'Cultivar.Pinot_blanc', 'Cultivar.Pinot_gris', 'Cultivar.Pinot_noir', 'Cultivar.Riesling', 'Cultivar.Sangiovese', 'Cultivar.Saperavi', 'Cultivar.Sauvignon_blanc', 'Cultivar.St_Croix', 'Cultivar.Syrah', 'Cultivar.Tempranillo', 'Cultivar.Tocai_Fruliano', 'Cultivar.Traminette', 'Cultivar.Valvin_Muscat', 'Cultivar.Vidal', 'Cultivar.Vignoles', 'Cultivar.Viognier', 'Cultivar.Zinfandel', 'Cultivar.Brianna', 'Cultivar.Frontenac', 'Cultivar.Petite_Pearl', 'Cultivar.Frontenac_blanc', 'Cultivar.Frontenac_gris', 'Cultivar.Seyval', 'Cultivar.St_Pepin', 'Cultivar.L.Acadie', 'Cultivar.Aravelle', 'Cultivar.Aurora', 'Cultivar.Caminante_blanc', 'Cultivar.Delaware', 'Cultivar.Elvira', 'Cultivar.Fleurtai', 'Cultivar.Ives', 'Cultivar.Soreli', 'Cultivar.Vincent', 'Cultivar.NY_Muscat', 'Cultivar.Refosco', 'Cultivar.Teroldego', 'Cultivar.Clarion', 'Cultivar.Crimson_Pearl', 'Cultivar.Gamaret', 'Cultivar.Gamay_noir', 'Cultivar.Itasca', 'Cultivar.NY06', 'Cultivar.Regent', 'Cultivar.Verona']",,,,,[],['WeightedEnsemble_L2_DSTL']
WeightedEnsemble_L2,-1.1605344452309043,root_mean_squared_error,8.06392240524292,3667.793448448181,0.0003616809844970703,0.0347442626953125,2,True,19,7,1,71,4863,681720506,4863,34560095,7,0,WeightedEnsembleModel,GreedyWeightedEnsembleModel,root_mean_squared_error,"{'use_orig_features': False, 'valid_stacker': True, 'max_base_models': 0, 'max_base_models_per_type': 'auto', 'save_bag_folds': True, 'stratify': 'auto', 'bin': 'auto', 'n_bins': None}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['LightGBM_r131_BAG_L1', 'NeuralNetTorch_r79_BAG_L1', 'LightGBMLarge_BAG_L1', 'NeuralNetTorch_BAG_L1', 'CatBoost_r177_BAG_L1', 'LightGBMXT_BAG_L1', 'CatBoost_BAG_L1']",,"{'ensemble_size': 25, 'subsample_size': 1000000}",{'ensemble_size': 25},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['LightGBM_r131_BAG_L1', 'NeuralNetTorch_r79_BAG_L1', 'LightGBMLarge_BAG_L1', 'NeuralNetTorch_BAG_L1', 'CatBoost_r177_BAG_L1', 'LightGBMXT_BAG_L1', 'CatBoost_BAG_L1']",[]
